3135
# Request number,Source,Demand,#Dest,Destination
996,89,2.00000000,1,157
997,89,5.00000000,1,2
998,89,6.00000000,1,45
999,89,0.00000000,1,167
1000,89,0.00000000,1,47
1001,90,1.00000000,1,47
1002,90,7.00000000,1,251
1003,90,7.00000000,1,174
1004,90,2.00000000,1,87
1005,90,7.00000000,1,229
1006,90,3.00000000,1,210
1007,90,1.00000000,1,30
1008,90,1.00000000,1,37
1009,90,0.00000000,1,18
1010,90,4.00000000,1,255
1011,90,9.00000000,1,2
1012,90,7.00000000,1,181
1013,90,9.00000000,1,3
1014,90,6.00000000,1,53
1015,90,7.00000000,1,154
1016,90,10.00000000,1,61
1017,90,2.00000000,1,136
1018,90,6.00000000,1,202
1019,90,9.00000000,1,231
1020,90,0.00000000,1,210
1021,90,3.00000000,1,118
1022,90,8.00000000,1,53
1023,91,9.00000000,1,103
1024,91,5.00000000,1,195
1025,91,10.00000000,1,232
1026,91,1.00000000,1,156
1027,91,7.00000000,1,85
1028,91,5.00000000,1,169
1029,91,4.00000000,1,133
1030,91,9.00000000,1,7
1031,91,5.00000000,1,38
1032,91,9.00000000,1,139
1033,91,7.00000000,1,74
1034,91,8.00000000,1,96
1035,91,1.00000000,1,34
1036,91,7.00000000,1,242
1037,91,0.00000000,1,8
1038,91,9.00000000,1,11
1039,92,7.00000000,1,39
1040,92,2.00000000,1,107
1041,92,0.00000000,1,108
1042,92,0.00000000,1,179
1043,92,3.00000000,1,227
1044,92,2.00000000,1,31
1045,92,2.00000000,1,191
1046,92,4.00000000,1,149
1047,92,7.00000000,1,66
1048,92,2.00000000,1,124
1049,92,10.00000000,1,46
1050,92,0.00000000,1,209
1051,92,7.00000000,1,125
1052,93,7.00000000,1,142
1053,93,5.00000000,1,226
1054,93,4.00000000,1,155
1055,93,4.00000000,1,130
1056,93,6.00000000,1,218
1057,93,0.00000000,1,48
1058,93,2.00000000,1,223
1059,93,4.00000000,1,171
1060,93,3.00000000,1,18
1061,93,10.00000000,1,70
1062,93,1.00000000,1,247
1063,93,0.00000000,1,73
1064,93,5.00000000,1,178
1065,93,4.00000000,1,148
1066,93,7.00000000,1,202
1067,94,0.00000000,1,55
1068,94,2.00000000,1,217
1069,94,4.00000000,1,169
1070,94,8.00000000,1,110
1071,94,9.00000000,1,41
1072,94,2.00000000,1,112
1073,94,8.00000000,1,191
1074,94,6.00000000,1,61
1075,94,4.00000000,1,201
1076,94,9.00000000,1,74
1077,94,0.00000000,1,146
1078,94,3.00000000,1,92
1079,94,8.00000000,1,38
1080,94,5.00000000,1,251
1081,94,1.00000000,1,101
1082,94,4.00000000,1,35
1083,94,6.00000000,1,87
1084,94,4.00000000,1,62
1085,94,6.00000000,1,191
1086,94,3.00000000,1,79
1087,94,2.00000000,1,243
1088,95,6.00000000,1,27
1089,95,5.00000000,1,122
1090,95,10.00000000,1,72
1091,95,8.00000000,1,20
1092,95,0.00000000,1,164
1093,95,0.00000000,1,224
1094,95,6.00000000,1,234
1095,95,7.00000000,1,23
1096,95,4.00000000,1,174
1097,95,5.00000000,1,147
1098,95,1.00000000,1,67
1099,95,3.00000000,1,214
1100,95,3.00000000,1,220
1101,95,0.00000000,1,78
1102,95,3.00000000,1,241
1103,95,1.00000000,1,216
1104,95,0.00000000,1,229
1105,95,3.00000000,1,130
1106,96,5.00000000,1,65
1107,96,0.00000000,1,20
1108,96,1.00000000,1,209
1109,96,4.00000000,1,202
1110,96,3.00000000,1,199
1111,96,7.00000000,1,112
1112,96,9.00000000,1,228
1113,96,8.00000000,1,7
1114,96,3.00000000,1,84
1115,96,1.00000000,1,58
1116,96,7.00000000,1,65
1117,96,2.00000000,1,148
1118,96,10.00000000,1,163
1119,96,10.00000000,1,241
1120,96,3.00000000,1,85
1121,96,2.00000000,1,50
1122,96,6.00000000,1,110
1123,96,7.00000000,1,53
1124,96,10.00000000,1,206
1125,96,10.00000000,1,5
1126,96,2.00000000,1,247
1127,96,7.00000000,1,77
1128,96,0.00000000,1,31
1129,97,10.00000000,1,109
1130,97,3.00000000,1,69
1131,97,7.00000000,1,139
1132,97,10.00000000,1,145
1133,97,1.00000000,1,57
1134,97,1.00000000,1,147
1135,97,6.00000000,1,138
1136,97,1.00000000,1,175
1137,97,4.00000000,1,163
1138,97,4.00000000,1,191
1139,97,9.00000000,1,216
1140,97,8.00000000,1,90
1141,97,8.00000000,1,18
1142,97,7.00000000,1,86
1143,97,7.00000000,1,116
1144,97,6.00000000,1,139
1145,97,9.00000000,1,62
1146,97,10.00000000,1,218
1147,97,1.00000000,1,241
1148,97,2.00000000,1,111
1149,97,10.00000000,1,180
1150,98,3.00000000,1,42
1151,98,4.00000000,1,58
1152,98,2.00000000,1,51
1153,98,7.00000000,1,243
1154,98,8.00000000,1,120
1155,98,3.00000000,1,73
1156,98,0.00000000,1,137
1157,98,9.00000000,1,97
1158,98,9.00000000,1,215
1159,98,4.00000000,1,84
1160,98,1.00000000,1,104
1161,98,8.00000000,1,133
1162,98,5.00000000,1,207
1163,98,10.00000000,1,51
1164,98,1.00000000,1,92
1165,98,10.00000000,1,74
1166,98,7.00000000,1,144
1167,98,6.00000000,1,127
1168,98,9.00000000,1,211
1169,98,1.00000000,1,155
1170,98,4.00000000,1,105
1171,98,4.00000000,1,23
1172,98,4.00000000,1,163
1173,98,3.00000000,1,234
1174,99,9.00000000,1,169
1175,99,8.00000000,1,64
1176,99,1.00000000,1,64
1177,99,3.00000000,1,233
1178,99,6.00000000,1,63
1179,99,7.00000000,1,72
1180,99,8.00000000,1,64
1181,99,0.00000000,1,106
1182,99,8.00000000,1,102
1183,99,5.00000000,1,51
1184,99,6.00000000,1,68
1185,99,1.00000000,1,90
1186,99,10.00000000,1,250
1187,99,2.00000000,1,181
1188,100,7.00000000,1,225
1189,100,1.00000000,1,40
1190,100,1.00000000,1,148
1191,100,9.00000000,1,26
1192,100,3.00000000,1,199
1193,100,9.00000000,1,44
1194,100,2.00000000,1,26
1195,100,8.00000000,1,51
1196,100,7.00000000,1,34
1197,100,3.00000000,1,117
1198,100,9.00000000,1,115
1199,100,10.00000000,1,94
1200,100,3.00000000,1,254
1201,100,1.00000000,1,117
1202,100,0.00000000,1,158
1203,102,0.00000000,1,237
1204,102,8.00000000,1,64
1205,102,2.00000000,1,92
1206,102,10.00000000,1,153
1207,102,10.00000000,1,131
1208,102,9.00000000,1,17
1209,102,10.00000000,1,181
1210,102,6.00000000,1,189
1211,103,1.00000000,1,127
1212,103,4.00000000,1,46
1213,103,4.00000000,1,147
1214,103,2.00000000,1,206
1215,103,4.00000000,1,177
1216,103,0.00000000,1,86
1217,103,4.00000000,1,132
1218,103,1.00000000,1,80
1219,103,1.00000000,1,145
1220,103,7.00000000,1,33
1221,103,4.00000000,1,5
1222,103,4.00000000,1,237
1223,103,1.00000000,1,177
1224,103,2.00000000,1,181
1225,103,8.00000000,1,83
1226,103,7.00000000,1,194
1227,103,3.00000000,1,23
1228,103,8.00000000,1,71
1229,103,5.00000000,1,93
1230,103,6.00000000,1,66
1231,103,5.00000000,1,189
1232,103,5.00000000,1,163
1233,103,1.00000000,1,72
1234,103,7.00000000,1,176
1235,104,7.00000000,1,214
1236,104,1.00000000,1,3
1237,104,4.00000000,1,237
1238,104,3.00000000,1,121
1239,104,6.00000000,1,206
1240,104,0.00000000,1,0
1241,104,7.00000000,1,19
1242,104,10.00000000,1,33
1243,104,5.00000000,1,167
1244,104,3.00000000,1,71
1245,104,2.00000000,1,125
1246,104,9.00000000,1,25
1247,104,1.00000000,1,130
1248,105,3.00000000,1,172
1249,105,3.00000000,1,33
1250,105,10.00000000,1,169
1251,105,9.00000000,1,128
1252,105,7.00000000,1,53
1253,106,7.00000000,1,4
1254,106,3.00000000,1,119
1255,106,3.00000000,1,1
1256,106,6.00000000,1,176
1257,106,9.00000000,1,3
1258,106,5.00000000,1,9
1259,106,4.00000000,1,107
1260,106,8.00000000,1,248
1261,106,7.00000000,1,111
1262,106,0.00000000,1,140
1263,106,4.00000000,1,177
1264,106,2.00000000,1,160
1265,106,10.00000000,1,22
1266,106,9.00000000,1,84
1267,106,5.00000000,1,213
1268,106,4.00000000,1,190
1269,106,3.00000000,1,206
1270,106,7.00000000,1,220
1271,106,4.00000000,1,30
1272,106,8.00000000,1,205
1273,106,3.00000000,1,240
1274,107,2.00000000,1,196
1275,107,7.00000000,1,135
1276,107,1.00000000,1,181
1277,107,6.00000000,1,192
1278,107,1.00000000,1,106
1279,107,1.00000000,1,109
1280,107,0.00000000,1,86
1281,107,2.00000000,1,62
1282,107,8.00000000,1,70
1283,107,9.00000000,1,5
1284,107,3.00000000,1,69
1285,107,2.00000000,1,190
1286,107,2.00000000,1,188
1287,107,9.00000000,1,205
1288,107,5.00000000,1,222
1289,107,5.00000000,1,134
1290,107,7.00000000,1,67
1291,108,4.00000000,1,136
1292,108,2.00000000,1,252
1293,109,7.00000000,1,230
1294,109,1.00000000,1,219
1295,109,6.00000000,1,170
1296,109,2.00000000,1,75
1297,110,1.00000000,1,17
1298,110,5.00000000,1,74
1299,110,8.00000000,1,193
1300,110,5.00000000,1,122
1301,110,1.00000000,1,77
1302,110,5.00000000,1,44
1303,110,6.00000000,1,133
1304,110,7.00000000,1,212
1305,110,10.00000000,1,158
1306,110,7.00000000,1,108
1307,110,9.00000000,1,132
1308,110,10.00000000,1,106
1309,111,4.00000000,1,7
1310,111,10.00000000,1,46
1311,111,6.00000000,1,144
1312,111,9.00000000,1,180
1313,111,4.00000000,1,183
1314,111,5.00000000,1,50
1315,111,7.00000000,1,12
1316,111,6.00000000,1,71
1317,111,1.00000000,1,199
1318,112,8.00000000,1,126
1319,112,7.00000000,1,254
1320,112,5.00000000,1,204
1321,112,9.00000000,1,68
1322,112,3.00000000,1,24
1323,112,2.00000000,1,164
1324,112,7.00000000,1,205
1325,113,1.00000000,1,171
1326,113,3.00000000,1,20
1327,113,9.00000000,1,93
1328,113,2.00000000,1,217
1329,113,9.00000000,1,244
1330,113,1.00000000,1,33
1331,113,0.00000000,1,42
1332,113,10.00000000,1,16
1333,113,1.00000000,1,222
1334,113,0.00000000,1,24
1335,113,3.00000000,1,182
1336,113,9.00000000,1,191
1337,113,4.00000000,1,8
1338,114,5.00000000,1,174
1339,114,3.00000000,1,250
1340,114,5.00000000,1,237
1341,114,1.00000000,1,110
1342,114,1.00000000,1,60
1343,114,10.00000000,1,46
1344,114,8.00000000,1,186
1345,114,9.00000000,1,115
1346,114,10.00000000,1,145
1347,114,5.00000000,1,211
1348,114,7.00000000,1,42
1349,114,9.00000000,1,21
1350,114,1.00000000,1,157
1351,114,1.00000000,1,68
1352,114,8.00000000,1,108
1353,114,8.00000000,1,2
1354,114,2.00000000,1,112
1355,115,4.00000000,1,82
1356,115,0.00000000,1,176
1357,115,7.00000000,1,250
1358,115,5.00000000,1,253
1359,115,5.00000000,1,85
1360,115,9.00000000,1,250
1361,115,8.00000000,1,79
1362,115,4.00000000,1,148
1363,115,8.00000000,1,225
1364,115,9.00000000,1,29
1365,115,3.00000000,1,144
1366,115,1.00000000,1,242
1367,115,6.00000000,1,54
1368,115,7.00000000,1,91
1369,115,3.00000000,1,4
1370,115,8.00000000,1,178
1371,115,4.00000000,1,200
1372,115,2.00000000,1,200
1373,115,5.00000000,1,108
1374,115,10.00000000,1,132
1375,115,2.00000000,1,191
1376,116,0.00000000,1,105
1377,116,5.00000000,1,80
1378,116,4.00000000,1,40
1379,116,6.00000000,1,219
1380,116,7.00000000,1,146
1381,116,2.00000000,1,84
1382,116,8.00000000,1,150
1383,116,4.00000000,1,64
1384,116,10.00000000,1,250
1385,116,7.00000000,1,189
1386,116,1.00000000,1,243
1387,116,4.00000000,1,183
1388,116,4.00000000,1,243
1389,116,1.00000000,1,95
1390,116,8.00000000,1,194
1391,116,10.00000000,1,217
1392,116,0.00000000,1,208
1393,116,7.00000000,1,53
1394,116,0.00000000,1,202
1395,117,10.00000000,1,48
1396,117,4.00000000,1,116
1397,117,3.00000000,1,5
1398,117,8.00000000,1,61
1399,117,7.00000000,1,201
1400,117,1.00000000,1,91
1401,117,0.00000000,1,9
1402,117,8.00000000,1,110
1403,117,2.00000000,1,9
1404,117,7.00000000,1,118
1405,117,4.00000000,1,103
1406,118,6.00000000,1,13
1407,118,6.00000000,1,94
1408,118,1.00000000,1,255
1409,118,9.00000000,1,240
1410,118,8.00000000,1,145
1411,118,10.00000000,1,53
1412,118,3.00000000,1,100
1413,118,2.00000000,1,2
1414,118,6.00000000,1,0
1415,118,9.00000000,1,65
1416,118,0.00000000,1,202
1417,118,7.00000000,1,137
1418,118,6.00000000,1,48
1419,118,7.00000000,1,242
1420,118,10.00000000,1,39
1421,118,1.00000000,1,39
1422,118,7.00000000,1,215
1423,118,8.00000000,1,188
1424,118,1.00000000,1,148
1425,119,8.00000000,1,94
1426,119,6.00000000,1,86
1427,119,6.00000000,1,6
1428,119,7.00000000,1,48
1429,119,10.00000000,1,22
1430,119,5.00000000,1,146
1431,119,0.00000000,1,231
1432,119,10.00000000,1,63
1433,119,6.00000000,1,237
1434,119,10.00000000,1,238
1435,119,4.00000000,1,61
1436,119,9.00000000,1,241
1437,119,8.00000000,1,76
1438,119,8.00000000,1,22
1439,119,3.00000000,1,250
1440,119,5.00000000,1,203
1441,119,4.00000000,1,207
1442,119,5.00000000,1,133
1443,120,6.00000000,1,11
1444,120,1.00000000,1,201
1445,120,7.00000000,1,237
1446,120,10.00000000,1,22
1447,120,4.00000000,1,215
1448,120,1.00000000,1,33
1449,120,10.00000000,1,189
1450,120,1.00000000,1,167
1451,120,1.00000000,1,86
1452,120,4.00000000,1,54
1453,120,3.00000000,1,209
1454,120,4.00000000,1,135
1455,120,7.00000000,1,196
1456,120,8.00000000,1,13
1457,120,7.00000000,1,101
1458,120,5.00000000,1,206
1459,121,10.00000000,1,177
1460,121,8.00000000,1,0
1461,121,2.00000000,1,246
1462,121,3.00000000,1,232
1463,121,2.00000000,1,148
1464,121,9.00000000,1,134
1465,121,5.00000000,1,183
1466,121,6.00000000,1,1
1467,121,4.00000000,1,99
1468,121,7.00000000,1,37
1469,121,10.00000000,1,91
1470,121,4.00000000,1,98
1471,122,3.00000000,1,213
1472,122,4.00000000,1,8
1473,122,1.00000000,1,239
1474,122,5.00000000,1,139
1475,122,3.00000000,1,41
1476,122,2.00000000,1,70
1477,122,2.00000000,1,185
1478,122,0.00000000,1,36
1479,122,9.00000000,1,252
1480,122,4.00000000,1,158
1481,123,7.00000000,1,183
1482,123,10.00000000,1,199
1483,123,3.00000000,1,209
1484,123,1.00000000,1,2
1485,123,5.00000000,1,125
1486,123,6.00000000,1,83
1487,123,10.00000000,1,0
1488,123,3.00000000,1,221
1489,124,4.00000000,1,160
1490,124,6.00000000,1,24
1491,124,8.00000000,1,95
1492,124,3.00000000,1,28
1493,124,0.00000000,1,39
1494,124,0.00000000,1,230
1495,124,3.00000000,1,50
1496,124,10.00000000,1,168
1497,124,3.00000000,1,93
1498,124,2.00000000,1,72
1499,124,8.00000000,1,220
1500,125,8.00000000,1,144
1501,125,10.00000000,1,168
1502,125,5.00000000,1,202
1503,125,8.00000000,1,46
1504,125,9.00000000,1,237
1505,125,3.00000000,1,36
1506,125,9.00000000,1,75
1507,125,9.00000000,1,28
1508,125,8.00000000,1,178
1509,125,1.00000000,1,218
1510,125,5.00000000,1,167
1511,125,3.00000000,1,185
1512,125,9.00000000,1,239
1513,125,10.00000000,1,75
1514,125,4.00000000,1,84
1515,126,0.00000000,1,182
1516,126,1.00000000,1,147
1517,126,1.00000000,1,154
1518,126,7.00000000,1,185
1519,126,4.00000000,1,74
1520,126,7.00000000,1,252
1521,126,1.00000000,1,56
1522,126,10.00000000,1,115
1523,126,8.00000000,1,76
1524,126,9.00000000,1,109
1525,126,9.00000000,1,124
1526,126,9.00000000,1,169
1527,126,1.00000000,1,157
1528,126,1.00000000,1,202
1529,126,7.00000000,1,120
1530,126,5.00000000,1,5
1531,126,0.00000000,1,33
1532,126,4.00000000,1,29
1533,126,9.00000000,1,132
1534,126,5.00000000,1,145
1535,126,2.00000000,1,65
1536,126,1.00000000,1,20
1537,127,3.00000000,1,249
1538,127,10.00000000,1,92
1539,127,9.00000000,1,112
1540,127,4.00000000,1,214
1541,127,9.00000000,1,22
1542,127,9.00000000,1,18
1543,127,10.00000000,1,196
1544,127,9.00000000,1,87
1545,127,0.00000000,1,151
1546,127,2.00000000,1,73
1547,127,2.00000000,1,243
1548,127,4.00000000,1,14
1549,127,3.00000000,1,199
1550,127,8.00000000,1,176
1551,127,4.00000000,1,18
1552,127,6.00000000,1,194
1553,127,10.00000000,1,166
1554,127,0.00000000,1,71
1555,127,10.00000000,1,44
1556,127,7.00000000,1,207
1557,127,8.00000000,1,104
1558,127,2.00000000,1,227
1559,128,1.00000000,1,254
1560,128,5.00000000,1,179
1561,128,5.00000000,1,138
1562,128,3.00000000,1,205
1563,128,3.00000000,1,61
1564,128,8.00000000,1,71
1565,128,7.00000000,1,28
1566,128,3.00000000,1,99
1567,128,4.00000000,1,156
1568,128,1.00000000,1,105
1569,128,6.00000000,1,91
1570,128,6.00000000,1,247
1571,128,10.00000000,1,14
1572,128,8.00000000,1,153
1573,129,10.00000000,1,45
1574,129,4.00000000,1,119
1575,129,10.00000000,1,42
1576,129,1.00000000,1,220
1577,129,7.00000000,1,94
1578,129,5.00000000,1,166
1579,129,8.00000000,1,34
1580,129,3.00000000,1,152
1581,129,7.00000000,1,246
1582,129,0.00000000,1,198
1583,129,4.00000000,1,33
1584,129,0.00000000,1,85
1585,129,9.00000000,1,152
1586,129,4.00000000,1,130
1587,129,3.00000000,1,33
1588,129,9.00000000,1,229
1589,129,10.00000000,1,184
1590,129,4.00000000,1,247
1591,129,7.00000000,1,50
1592,129,0.00000000,1,211
1593,129,10.00000000,1,32
1594,129,8.00000000,1,57
1595,130,10.00000000,1,252
1596,130,6.00000000,1,43
1597,131,2.00000000,1,205
1598,131,9.00000000,1,37
1599,132,2.00000000,1,229
1600,132,8.00000000,1,83
1601,132,2.00000000,1,220
1602,132,1.00000000,1,252
1603,132,0.00000000,1,108
1604,132,6.00000000,1,158
1605,132,2.00000000,1,33
1606,132,6.00000000,1,59
1607,132,1.00000000,1,58
1608,132,8.00000000,1,64
1609,132,2.00000000,1,163
1610,132,8.00000000,1,21
1611,132,2.00000000,1,40
1612,132,0.00000000,1,243
1613,132,4.00000000,1,227
1614,132,8.00000000,1,246
1615,132,10.00000000,1,246
1616,133,10.00000000,1,141
1617,133,7.00000000,1,211
1618,133,10.00000000,1,188
1619,133,6.00000000,1,177
1620,133,9.00000000,1,110
1621,133,2.00000000,1,232
1622,133,5.00000000,1,17
1623,133,6.00000000,1,254
1624,133,0.00000000,1,252
1625,133,0.00000000,1,153
1626,133,2.00000000,1,176
1627,133,9.00000000,1,232
1628,133,8.00000000,1,93
1629,133,7.00000000,1,63
1630,133,2.00000000,1,168
1631,134,3.00000000,1,190
1632,134,9.00000000,1,43
1633,134,1.00000000,1,226
1634,135,8.00000000,1,174
1635,135,0.00000000,1,116
1636,135,2.00000000,1,37
1637,135,10.00000000,1,105
1638,135,2.00000000,1,168
1639,135,10.00000000,1,59
1640,135,9.00000000,1,249
1641,135,4.00000000,1,87
1642,135,10.00000000,1,125
1643,135,8.00000000,1,246
1644,135,6.00000000,1,228
1645,135,4.00000000,1,231
1646,135,6.00000000,1,13
1647,135,10.00000000,1,142
1648,135,7.00000000,1,35
1649,135,1.00000000,1,45
1650,135,2.00000000,1,13
1651,135,10.00000000,1,98
1652,135,2.00000000,1,5
1653,135,3.00000000,1,241
1654,135,1.00000000,1,134
1655,135,6.00000000,1,196
1656,135,3.00000000,1,108
1657,135,2.00000000,1,48
1658,135,9.00000000,1,87
1659,136,4.00000000,1,71
1660,136,1.00000000,1,21
1661,136,0.00000000,1,61
1662,136,0.00000000,1,118
1663,136,2.00000000,1,58
1664,136,6.00000000,1,138
1665,136,2.00000000,1,205
1666,136,9.00000000,1,137
1667,136,1.00000000,1,11
1668,136,7.00000000,1,62
1669,136,9.00000000,1,60
1670,136,0.00000000,1,94
1671,136,10.00000000,1,213
1672,136,3.00000000,1,24
1673,136,8.00000000,1,167
1674,136,3.00000000,1,237
1675,136,2.00000000,1,85
1676,136,7.00000000,1,194
1677,137,0.00000000,1,176
1678,137,3.00000000,1,196
1679,137,5.00000000,1,83
1680,137,8.00000000,1,118
1681,137,5.00000000,1,12
1682,137,5.00000000,1,19
1683,137,0.00000000,1,201
1684,137,8.00000000,1,178
1685,137,5.00000000,1,250
1686,137,5.00000000,1,209
1687,137,1.00000000,1,174
1688,137,0.00000000,1,154
1689,137,8.00000000,1,248
1690,137,9.00000000,1,101
1691,137,0.00000000,1,152
1692,137,4.00000000,1,125
1693,137,4.00000000,1,215
1694,137,5.00000000,1,39
1695,137,6.00000000,1,179
1696,137,8.00000000,1,224
1697,137,6.00000000,1,60
1698,137,5.00000000,1,231
1699,137,5.00000000,1,62
1700,138,0.00000000,1,24
1701,138,10.00000000,1,26
1702,138,3.00000000,1,134
1703,138,3.00000000,1,245
1704,138,0.00000000,1,28
1705,138,1.00000000,1,84
1706,138,9.00000000,1,67
1707,138,1.00000000,1,0
1708,138,4.00000000,1,40
1709,138,0.00000000,1,186
1710,138,7.00000000,1,181
1711,139,10.00000000,1,217
1712,139,5.00000000,1,238
1713,139,5.00000000,1,194
1714,139,5.00000000,1,117
1715,139,6.00000000,1,149
1716,139,0.00000000,1,153
1717,139,8.00000000,1,100
1718,139,9.00000000,1,159
1719,139,10.00000000,1,45
1720,139,10.00000000,1,13
1721,139,8.00000000,1,92
1722,139,8.00000000,1,87
1723,139,8.00000000,1,146
1724,139,9.00000000,1,187
1725,139,7.00000000,1,165
1726,139,3.00000000,1,106
1727,139,3.00000000,1,232
1728,140,5.00000000,1,78
1729,140,5.00000000,1,151
1730,140,6.00000000,1,235
1731,140,9.00000000,1,48
1732,140,3.00000000,1,245
1733,140,1.00000000,1,72
1734,140,4.00000000,1,100
1735,140,6.00000000,1,183
1736,140,10.00000000,1,1
1737,140,1.00000000,1,169
1738,140,0.00000000,1,120
1739,140,3.00000000,1,81
1740,140,1.00000000,1,174
1741,140,1.00000000,1,220
1742,140,7.00000000,1,84
1743,140,5.00000000,1,164
1744,140,4.00000000,1,189
1745,140,7.00000000,1,167
1746,140,6.00000000,1,236
1747,140,8.00000000,1,55
1748,140,1.00000000,1,242
1749,140,2.00000000,1,243
1750,141,10.00000000,1,41
1751,141,3.00000000,1,214
1752,141,8.00000000,1,161
1753,141,9.00000000,1,206
1754,141,6.00000000,1,24
1755,141,4.00000000,1,155
1756,141,1.00000000,1,248
1757,142,3.00000000,1,144
1758,142,7.00000000,1,150
1759,142,0.00000000,1,225
1760,142,9.00000000,1,153
1761,142,3.00000000,1,96
1762,142,4.00000000,1,197
1763,142,5.00000000,1,46
1764,142,2.00000000,1,89
1765,142,3.00000000,1,166
1766,142,5.00000000,1,181
1767,142,6.00000000,1,52
1768,142,9.00000000,1,199
1769,142,6.00000000,1,106
1770,142,6.00000000,1,199
1771,142,3.00000000,1,80
1772,142,1.00000000,1,36
1773,142,4.00000000,1,252
1774,142,7.00000000,1,190
1775,142,8.00000000,1,99
1776,142,6.00000000,1,85
1777,142,4.00000000,1,111
1778,142,4.00000000,1,65
1779,143,9.00000000,1,25
1780,143,7.00000000,1,142
1781,143,4.00000000,1,207
1782,143,4.00000000,1,145
1783,143,3.00000000,1,115
1784,143,5.00000000,1,60
1785,143,9.00000000,1,79
1786,143,8.00000000,1,181
1787,143,0.00000000,1,96
1788,143,0.00000000,1,149
1789,143,4.00000000,1,162
1790,143,6.00000000,1,74
1791,143,3.00000000,1,142
1792,143,2.00000000,1,186
1793,143,4.00000000,1,224
1794,143,8.00000000,1,40
1795,143,6.00000000,1,157
1796,143,7.00000000,1,92
1797,144,4.00000000,1,88
1798,144,0.00000000,1,45
1799,144,5.00000000,1,222
1800,144,5.00000000,1,22
1801,144,10.00000000,1,200
1802,144,4.00000000,1,225
1803,144,1.00000000,1,204
1804,144,6.00000000,1,6
1805,144,0.00000000,1,75
1806,144,0.00000000,1,32
1807,144,10.00000000,1,204
1808,144,3.00000000,1,252
1809,144,8.00000000,1,168
1810,144,9.00000000,1,240
1811,144,4.00000000,1,6
1812,144,10.00000000,1,110
1813,144,2.00000000,1,10
1814,144,5.00000000,1,216
1815,144,5.00000000,1,74
1816,145,2.00000000,1,119
1817,145,1.00000000,1,75
1818,145,0.00000000,1,30
1819,145,7.00000000,1,138
1820,145,9.00000000,1,213
1821,145,2.00000000,1,127
1822,146,0.00000000,1,86
1823,146,0.00000000,1,202
1824,146,10.00000000,1,98
1825,146,9.00000000,1,186
1826,146,10.00000000,1,110
1827,146,0.00000000,1,159
1828,146,4.00000000,1,222
1829,146,5.00000000,1,45
1830,146,7.00000000,1,44
1831,146,10.00000000,1,189
1832,146,2.00000000,1,150
1833,146,6.00000000,1,160
1834,146,6.00000000,1,20
1835,146,10.00000000,1,179
1836,146,7.00000000,1,141
1837,146,8.00000000,1,51
1838,146,6.00000000,1,74
1839,146,3.00000000,1,211
1840,147,9.00000000,1,199
1841,147,2.00000000,1,227
1842,147,1.00000000,1,59
1843,147,6.00000000,1,21
1844,147,4.00000000,1,226
1845,147,6.00000000,1,192
1846,147,8.00000000,1,253
1847,147,7.00000000,1,209
1848,147,1.00000000,1,156
1849,147,3.00000000,1,113
1850,147,0.00000000,1,190
1851,147,6.00000000,1,65
1852,147,1.00000000,1,184
1853,147,5.00000000,1,228
1854,147,3.00000000,1,219
1855,147,0.00000000,1,191
1856,147,9.00000000,1,81
1857,147,0.00000000,1,252
1858,147,7.00000000,1,72
1859,147,2.00000000,1,213
1860,147,6.00000000,1,83
1861,148,8.00000000,1,243
1862,148,9.00000000,1,158
1863,148,1.00000000,1,112
1864,148,4.00000000,1,205
1865,148,10.00000000,1,61
1866,149,6.00000000,1,1
1867,149,0.00000000,1,106
1868,149,10.00000000,1,192
1869,149,4.00000000,1,28
1870,149,6.00000000,1,179
1871,149,1.00000000,1,254
1872,149,4.00000000,1,207
1873,149,6.00000000,1,88
1874,149,7.00000000,1,55
1875,149,8.00000000,1,248
1876,149,8.00000000,1,186
1877,149,6.00000000,1,209
1878,149,9.00000000,1,156
1879,149,0.00000000,1,232
1880,149,7.00000000,1,153
1881,149,0.00000000,1,113
1882,149,6.00000000,1,39
1883,149,10.00000000,1,52
1884,149,4.00000000,1,252
1885,149,5.00000000,1,54
1886,149,10.00000000,1,208
1887,149,6.00000000,1,150
1888,149,2.00000000,1,100
1889,149,5.00000000,1,181
1890,150,1.00000000,1,153
1891,151,0.00000000,1,199
1892,151,10.00000000,1,148
1893,151,7.00000000,1,224
1894,151,3.00000000,1,32
1895,151,2.00000000,1,17
1896,151,10.00000000,1,14
1897,151,3.00000000,1,59
1898,151,1.00000000,1,224
1899,151,0.00000000,1,158
1900,151,7.00000000,1,115
1901,151,10.00000000,1,157
1902,151,9.00000000,1,225
1903,151,1.00000000,1,193
1904,151,3.00000000,1,165
1905,151,7.00000000,1,1
1906,151,10.00000000,1,0
1907,151,4.00000000,1,65
1908,151,3.00000000,1,156
1909,151,9.00000000,1,24
1910,152,8.00000000,1,60
1911,152,1.00000000,1,186
1912,152,3.00000000,1,28
1913,152,4.00000000,1,123
1914,152,9.00000000,1,177
1915,152,6.00000000,1,0
1916,152,0.00000000,1,230
1917,152,9.00000000,1,178
1918,152,9.00000000,1,144
1919,152,2.00000000,1,38
1920,152,3.00000000,1,254
1921,152,8.00000000,1,76
1922,152,0.00000000,1,209
1923,152,4.00000000,1,234
1924,152,10.00000000,1,14
1925,152,0.00000000,1,73
1926,152,6.00000000,1,114
1927,152,7.00000000,1,47
